demande_id,region,prefecture,commune,quartier,type_document,categorie_document,nombre_demandes,delai_traitement_jours,taux_rejet,date_demande,motif_demande,statut_demande,canal_demande,age_demandeur,sexe_demandeur,commune_id,latitude,longitude,altitude_m,superficie_km2_x,population_densite,code_postal,type_commune,distance_capitale_km,zone_climatique,population,superficie_km2_y,densite,taux_urbanisation,taux_alphabétisation,age_median,nombre_menages,revenu_moyen_fcfa,pib_par_habitant_fcfa,taux_chomage,taux_pauvrete,acces_electricite,acces_eau_potable,acces_internet,indice_developpement,score_education,score_sante,nombre_ecoles,nombre_hopitaux,nombre_banques,mois,nom_mois,jour_semaine,est_weekend
D151,KARA,BINAH,PAGOUDA,Hôpital,Livre de famille,Civil,121,43,0.13,2023-07-19,Détérioration,Traitee,Guichet,71,F,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,7,July,Wednesday,False
D152,CENTRALE,SOTOUBOUA,SOTOUBOUA,Agoè,Carte d'identité,Identité,128,40,0.05,2023-07-18,Expiration,Rejetée,Guichet,38,M,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,7,July,Tuesday,False
D153,CENTRALE,TCHAOUDJO,SOKODE,Hôpital,Certificat de nationalité,Identité,56,21,0.11,2023-01-25,Concours,En cours,Guichet,24,M,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,1,January,Wednesday,False
D154,CENTRALE,SOTOUBOUA,SOTOUBOUA,Nyékonakpoé,Certificat de nationalité,Identité,128,15,0.01,2023-06-07,Première demande,Traitee,Guichet,43,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,6,June,Wednesday,False
D155,KARA,KOZAH,KARA,Hôpital,Acte de naissance,Civil,142,19,0.01,2023-06-08,Detérioré,Rejetée,Guichet,66,M,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,6,June,Thursday,False
D156,KARA,KOZAH,KARA,Amoutivé,Casier judiciaire,Judiciaire,91,35,0.03,2023-12-30,Voyage,En cours,En ligne,61,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,12,December,Saturday,True
D157,SAVANES,OTI,MANGO,Bè,Passeport,Voyage,23,22,0.11,2023-04-09,Expiration,En cours,En ligne,28,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,4,April,Sunday,True
D158,SAVANES,OTI,MANGO,Nyékonakpoé,Certificat de nationalité,Identité,65,8,0.01,2023-04-01,Concours,Rejetée,En ligne,39,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,4,April,Saturday,True
D159,PLATEAUX,KLOTO,KPALIME,Amoutivé,Certificat de nationalité,Identité,153,44,0.02,2023-05-29,Perte,Traitee,Guichet,53,M,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,5,May,Monday,False
D160,KARA,KOZAH,KARA,Bè,Acte de naissance,Civil,33,21,0.13,2023-11-06,Erreur,En cours,Guichet,23,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,11,November,Monday,False
D161,PLATEAUX,OGOU,ATAKPAME,Kwé,Certificat de nationalité,Identité,126,15,0.08,2023-07-21,Première demande,Traitee,En ligne,24,F,COM053,7.3133,1.1083,354.0,137.0,3058.0,BP 87,Urbaine,131.0,Transition,58073.0,177.0,328.0,0.56,0.76,20.0,13170.0,208908.0,660000.0,0.18,0.34,0.89,0.86,0.44,0.65,0.71,0.66,125.0,9.0,23.0,7,July,Friday,False
D162,PLATEAUX,OGOU,ATAKPAME,Bè,Acte de naissance,Civil,155,39,0.04,2023-02-16,Reconstitution,Rejetée,En ligne,80,F,COM053,7.3133,1.1083,354.0,137.0,3058.0,BP 87,Urbaine,131.0,Transition,58073.0,177.0,328.0,0.56,0.76,20.0,13170.0,208908.0,660000.0,0.18,0.34,0.89,0.86,0.44,0.65,0.71,0.66,125.0,9.0,23.0,2,February,Thursday,False
D163,SAVANES,OTI,MANGO,Kwé,Certificat de nationalité,Identité,135,45,0.14,2023-12-31,Première demande,Rejetée,Guichet,20,F,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,12,December,Sunday,True
D164,CENTRALE,TCHAOUDJO,SOKODE,Agoè,Passeport,Voyage,40,41,0.08,2023-06-14,Page pleine,Traitee,Guichet,72,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,6,June,Wednesday,False
D165,MARITIME,LACS,ANEHO,Hedzranawoé,Casier judiciaire,Judiciaire,44,40,0.13,2023-07-04,Voyage,Rejetée,Guichet,77,F,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,7,July,Tuesday,False
D166,CENTRALE,SOTOUBOUA,SOTOUBOUA,Adidogomé,Passeport,Voyage,15,31,0.08,2023-05-16,Perte,Rejetée,En ligne,70,M,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,5,May,Tuesday,False
D167,SAVANES,TONE,DAPAONG,Agoè,Livre de famille,Civil,183,43,0.02,2023-09-24,Perte,Rejetée,Guichet,79,F,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,9,September,Sunday,True
D168,KARA,BINAH,PAGOUDA,Kwé,Carte d'identité,Identité,33,10,0.1,2023-09-30,Perte,En cours,Guichet,49,F,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,9,September,Saturday,True
D169,MARITIME,VO,VOGAN,Golfe,Certificat de nationalité,Identité,102,19,0.04,2023-01-03,Première demande,Traitee,En ligne,45,F,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,,,,,,,,1,January,Tuesday,False
D170,CENTRALE,TCHAOUDJO,SOKODE,Tokoin,Livre de famille,Civil,186,8,0.04,2023-08-17,Détérioration,Traitee,Guichet,29,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,8,August,Thursday,False
D171,KARA,KOZAH,KARA,Tokoin,Passeport,Voyage,24,8,0.1,2023-12-29,Perte,Rejetée,Guichet,25,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,12,December,Friday,False
D172,KARA,BINAH,PAGOUDA,Bè,Certificat de nationalité,Identité,144,3,0.13,2023-10-10,Première demande,Rejetée,En ligne,67,F,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,10,October,Tuesday,False
D173,SAVANES,OTI,MANGO,Hedzranawoé,Passeport,Voyage,83,14,0.05,2023-09-09,Expiration,Rejetée,En ligne,88,F,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,9,September,Saturday,True
D174,PLATEAUX,KLOTO,KPALIME,Kwé,Casier judiciaire,Judiciaire,37,16,0.03,2023-05-22,Voyage,En cours,Guichet,63,M,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,5,May,Monday,False
D175,SAVANES,OTI,MANGO,Tokoin,Acte de naissance,Civil,39,9,0.11,2023-06-19,Erreur,Traitee,Guichet,34,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,6,June,Monday,False
D176,MARITIME,GOLFE,BE,Agoè,Livre de famille,Civil,191,2,0.08,2023-12-11,Détérioration,En cours,Guichet,62,M,,,,,,,,,,,,,,,,,,,720000.0,0.13,0.27,0.92,0.89,0.6,0.69,0.75,0.73,190.0,13.0,30.0,12,December,Monday,False
D177,MARITIME,LACS,ANEHO,Golfe,Passeport,Voyage,105,21,0.0,2023-10-22,Perte,Rejetée,Guichet,71,F,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,10,October,Sunday,True
D178,MARITIME,ZIO,TSEVIE,Agoè,Acte de naissance,Civil,48,26,0.15,2023-10-13,Erreur,Traitee,Guichet,20,M,COM039,6.1125,1.2066,66.0,102.0,1427.0,BP 124,Urbaine,3.0,Côtière,128421.0,73.0,1759.0,0.52,0.86,22.0,20002.0,217586.0,,,,,,,,,,,,,10,October,Friday,False
D179,KARA,BINAH,PAGOUDA,Hôpital,Certificat de nationalité,Identité,31,36,0.03,2023-10-12,Première demande,Traitee,En ligne,46,M,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,10,October,Thursday,False
D180,KARA,BINAH,PAGOUDA,Nyékonakpoé,Carte d'identité,Identité,52,10,0.02,2023-06-03,Vol,En cours,En ligne,74,M,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,6,June,Saturday,True
D181,PLATEAUX,OGOU,ATAKPAME,Bè,Livre de famille,Civil,150,17,0.06,2023-12-21,Détérioration,Rejetée,En ligne,58,F,COM053,7.3133,1.1083,354.0,137.0,3058.0,BP 87,Urbaine,131.0,Transition,58073.0,177.0,328.0,0.56,0.76,20.0,13170.0,208908.0,660000.0,0.18,0.34,0.89,0.86,0.44,0.65,0.71,0.66,125.0,9.0,23.0,12,December,Thursday,False
D182,KARA,KOZAH,KARA,Hedzranawoé,Livre de famille,Civil,32,17,0.0,2023-09-09,Perte,En cours,En ligne,51,M,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,9,September,Saturday,True
D183,SAVANES,TONE,DAPAONG,Kwé,Passeport,Voyage,180,23,0.0,2023-04-14,Voyage,Rejetée,En ligne,53,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,4,April,Friday,False
D184,SAVANES,OTI,MANGO,Kodjoviakopé,Acte de naissance,Civil,22,14,0.09,2023-07-11,Perte,En cours,Guichet,35,F,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,7,July,Tuesday,False
D185,KARA,BINAH,PAGOUDA,Nyékonakpoé,Carte d'identité,Identité,113,21,0.06,2023-05-07,Vol,Rejetée,En ligne,65,M,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,5,May,Sunday,True
D186,CENTRALE,TCHAOUDJO,SOKODE,Tokoin,Acte de naissance,Civil,200,7,0.14,2023-08-03,Perte,Rejetée,Guichet,81,M,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,8,August,Thursday,False
D187,SAVANES,OTI,MANGO,Hôpital,Passeport,Voyage,124,35,0.09,2023-10-07,Perte,Traitee,Guichet,40,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,10,October,Saturday,True
D188,MARITIME,VO,VOGAN,Bè,Passeport,Voyage,55,16,0.13,2023-05-07,Voyage,En cours,En ligne,27,M,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,,,,,,,,5,May,Sunday,True
D189,PLATEAUX,KLOTO,KPALIME,Bè,Passeport,Voyage,183,3,0.04,2023-05-07,Page pleine,En cours,En ligne,85,F,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,5,May,Sunday,True
D190,CENTRALE,TCHAOUDJO,SOKODE,Tokoin,Acte de naissance,Civil,26,42,0.1,2023-07-01,Detérioré,Traitee,Guichet,90,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,7,July,Saturday,True
D191,CENTRALE,SOTOUBOUA,SOTOUBOUA,Amoutivé,Livre de famille,Civil,27,15,0.06,2023-09-22,Perte,En cours,En ligne,51,M,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,9,September,Friday,False
D192,MARITIME,VO,VOGAN,Kodjoviakopé,Certificat de nationalité,Identité,10,17,0.13,2023-01-04,Perte,En cours,En ligne,47,M,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,,,,,,,,1,January,Wednesday,False
D193,CENTRALE,SOTOUBOUA,SOTOUBOUA,Nyékonakpoé,Carte d'identité,Identité,31,29,0.12,2023-09-11,Première demande,Rejetée,En ligne,21,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,9,September,Monday,False
D194,KARA,BINAH,PAGOUDA,Hedzranawoé,Certificat de nationalité,Identité,161,42,0.12,2023-05-16,Concours,Rejetée,En ligne,47,M,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,5,May,Tuesday,False
D195,CENTRALE,SOTOUBOUA,SOTOUBOUA,Kwé,Passeport,Voyage,200,35,0.09,2023-02-22,Page pleine,Rejetée,En ligne,51,M,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,2,February,Wednesday,False
D196,CENTRALE,TCHAOUDJO,SOKODE,Kodjoviakopé,Passeport,Voyage,158,25,0.08,2023-04-05,Perte,Rejetée,Guichet,56,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,4,April,Wednesday,False
D197,KARA,BINAH,PAGOUDA,Nyékonakpoé,Acte de naissance,Civil,195,13,0.12,2023-05-04,Erreur,En cours,Guichet,74,F,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,5,May,Thursday,False
D198,PLATEAUX,OGOU,ATAKPAME,Nyékonakpoé,Certificat de nationalité,Identité,193,25,0.14,2023-08-25,Perte,Traitee,Guichet,74,F,COM053,7.3133,1.1083,354.0,137.0,3058.0,BP 87,Urbaine,131.0,Transition,58073.0,177.0,328.0,0.56,0.76,20.0,13170.0,208908.0,660000.0,0.18,0.34,0.89,0.86,0.44,0.65,0.71,0.66,125.0,9.0,23.0,8,August,Friday,False
D199,MARITIME,ZIO,TSEVIE,Bè,Acte de naissance,Civil,98,9,0.05,2023-11-09,Reconstitution,Rejetée,En ligne,39,F,COM039,6.1125,1.2066,66.0,102.0,1427.0,BP 124,Urbaine,3.0,Côtière,128421.0,73.0,1759.0,0.52,0.86,22.0,20002.0,217586.0,,,,,,,,,,,,,11,November,Thursday,False
D200,MARITIME,GOLFE,BE,Bè,Acte de naissance,Civil,35,30,0.13,2023-08-19,Erreur,En cours,Guichet,58,M,,,,,,,,,,,,,,,,,,,720000.0,0.13,0.27,0.92,0.89,0.6,0.69,0.75,0.73,190.0,13.0,30.0,8,August,Saturday,True
D201,SAVANES,TONE,DAPAONG,Kwé,Passeport,Voyage,152,33,0.15,2023-10-29,Expiration,Rejetée,Guichet,47,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,10,October,Sunday,True
D202,SAVANES,TONE,DAPAONG,Golfe,Casier judiciaire,Judiciaire,59,26,0.11,2023-06-11,Voyage,En cours,Guichet,44,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,6,June,Sunday,True
D203,KARA,KOZAH,KARA,Nyékonakpoé,Acte de naissance,Civil,101,1,0.05,2023-08-15,Erreur,Rejetée,En ligne,79,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,8,August,Tuesday,False
D204,SAVANES,TONE,DAPAONG,Golfe,Certificat de nationalité,Identité,117,10,0.05,2023-06-16,Perte,Traitee,Guichet,83,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,6,June,Friday,False
D205,PLATEAUX,KLOTO,KPALIME,Hedzranawoé,Casier judiciaire,Judiciaire,172,26,0.1,2023-12-09,Concours,Rejetée,En ligne,58,M,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,12,December,Saturday,True
D206,SAVANES,OTI,MANGO,Tokoin,Acte de naissance,Civil,29,18,0.05,2023-02-14,Reconstitution,Traitee,Guichet,56,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,2,February,Tuesday,False
D207,MARITIME,GOLFE,LOME,Bè,Acte de naissance,Civil,93,8,0.12,2023-03-02,Detérioré,En cours,En ligne,31,M,COM010,6.6952,1.4561,69.0,190.0,4690.0,BP 137,Urbaine,68.0,Côtière,424644.0,482.0,881.0,0.95,0.83,23.0,71055.0,372987.0,,,,,,,,,,,,,3,March,Thursday,False
D208,CENTRALE,TCHAOUDJO,SOKODE,Kodjoviakopé,Certificat de nationalité,Identité,160,30,0.1,2023-01-27,Première demande,Rejetée,Guichet,69,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,1,January,Friday,False
D209,CENTRALE,TCHAOUDJO,SOKODE,Adidogomé,Passeport,Voyage,127,29,0.13,2023-10-17,Page pleine,Rejetée,En ligne,18,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,10,October,Tuesday,False
D210,KARA,KOZAH,KARA,Kwé,Livre de famille,Civil,79,39,0.07,2023-09-07,Perte,Rejetée,Guichet,27,M,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,9,September,Thursday,False
D211,MARITIME,GOLFE,LOME,Kodjoviakopé,Livre de famille,Civil,159,29,0.05,2023-05-23,Perte,Rejetée,En ligne,51,F,COM010,6.6952,1.4561,69.0,190.0,4690.0,BP 137,Urbaine,68.0,Côtière,424644.0,482.0,881.0,0.95,0.83,23.0,71055.0,372987.0,,,,,,,,,,,,,5,May,Tuesday,False
D212,KARA,KOZAH,KARA,Golfe,Passeport,Voyage,23,24,0.13,2023-05-04,Perte,Rejetée,Guichet,39,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,5,May,Thursday,False
D213,MARITIME,LACS,ANEHO,Nyékonakpoé,Casier judiciaire,Judiciaire,28,13,0.11,2023-07-22,Concours,En cours,En ligne,74,F,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,7,July,Saturday,True
D214,PLATEAUX,KLOTO,KPALIME,Hôpital,Acte de naissance,Civil,77,29,0.07,2023-07-16,Detérioré,En cours,En ligne,72,M,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,7,July,Sunday,True
D215,CENTRALE,TCHAOUDJO,SOKODE,Tokoin,Carte d'identité,Identité,187,14,0.12,2023-03-06,Détérioration,Rejetée,En ligne,49,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,3,March,Monday,False
D216,PLATEAUX,KLOTO,KPALIME,Bè,Carte d'identité,Identité,170,19,0.01,2023-02-28,Perte,Traitee,Guichet,51,M,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,2,February,Tuesday,False
D217,KARA,BINAH,PAGOUDA,Adidogomé,Certificat de nationalité,Identité,158,17,0.04,2023-11-06,Concours,En cours,En ligne,71,F,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,11,November,Monday,False
